epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3313.7,1.3005,1.51871,1.27702,0.62471,0.48259,0.53764,0.31269,1.43513,1.74473,1.30709,0.000415427,0.000415427,0.000415427
